Wave,state_code,Go to work,Go to the gym,Go visit a friend,"Go to a cafe, bar, or restaurant",Go to a doctor or visit a hospital,Go to church or another place of worship,"Take mass transit (e.g. subway, bus, or train)",Avoiding contact with other people,Avoiding public or crowded places,Frequently washing hands,Wearing a face mask when outside of your home,Been in a room with someone outside of household in the past 24 hours,Been in a room with 5-10 people outside of household in the past 24 hours,Been in a room with 11-50 people outside of household in the past 24 hours,Been in a room with over 50 people outside of household in the past 24 hours
21,FL,31 (4),10 (3),20 (3),20 (4),12 (3),10 (3),3 (1),36 (4),42 (4),65 (4),54 (5),46 (4),13 (3),6 (2),4 (2)
21,GA,34 (5),8 (2),21 (4),17 (4),13 (3),10 (3),3 (2),37 (5),44 (5),67 (5),59 (5),46 (5),10 (3),6 (2),2 (2)
21,HI,33 (6),7 (3),21 (5),17 (4),11 (4),8 (3),6 (3),41 (6),50 (6),69 (6),78 (5),44 (6),12 (4),6 (3),3 (2)
21,IA,39 (6),2 (1),20 (5),16 (4),10 (4),8 (3),2 (2),22 (5),33 (6),56 (6),35 (6),53 (6),12 (4),6 (2),8 (3)
21,ID,35 (6),8 (3),25 (5),20 (4),14 (4),8 (3),1 (1),22 (5),27 (6),54 (6),28 (5),56 (6),15 (4),6 (2),7 (2)
21,IL,33 (4),10 (3),20 (4),17 (3),10 (2),8 (2),6 (2),35 (4),44 (5),61 (5),64 (5),50 (5),11 (3),7 (2),2 (1)
21,IN,37 (5),10 (3),25 (5),18 (4),9 (3),10 (3),5 (3),27 (5),32 (5),63 (5),42 (5),52 (5),13 (4),9 (3),4 (2)
21,KS,39 (6),9 (3),28 (5),22 (5),11 (4),10 (4),0 (1),28 (6),37 (6),57 (6),40 (6),56 (6),14 (4),7 (3),6 (3)
21,KY,31 (5),6 (3),22 (5),18 (4),10 (3),12 (4),1 (1),30 (5),39 (6),66 (5),45 (6),52 (6),12 (4),10 (3),5 (2)
21,LA,40 (6),9 (4),24 (6),23 (6),13 (4),12 (4),2 (1),34 (7),44 (7),65 (6),55 (6),53 (7),14 (4),6 (3),3 (1)
21,MA,34 (5),10 (3),24 (4),17 (4),10 (3),6 (2),5 (2),36 (5),45 (5),66 (5),67 (5),53 (5),15 (4),7 (2),4 (2)
21,MD,31 (5),10 (3),19 (4),14 (4),8 (3),5 (2),4 (2),46 (5),54 (5),65 (5),72 (5),44 (5),10 (3),5 (2),2 (1)
21,ME,29 (5),4 (2),18 (4),11 (3),12 (4),4 (2),1 (1),33 (5),46 (5),62 (5),51 (5),50 (5),12 (4),5 (2),3 (2)
21,MI,34 (5),6 (2),23 (4),22 (4),10 (3),7 (2),1 (1),28 (4),36 (4),62 (5),43 (5),51 (5),14 (3),7 (2),3 (2)
21,MN,36 (5),8 (3),24 (5),19 (4),9 (3),9 (3),4 (2),26 (5),33 (5),57 (5),41 (5),56 (5),16 (4),8 (3),4 (2)
21,MO,32 (5),8 (2),26 (4),19 (4),13 (4),10 (3),2 (2),33 (5),41 (5),62 (5),45 (5),54 (5),13 (3),7 (3),3 (2)
21,MS,34 (6),10 (5),20 (5),21 (6),14 (5),13 (5),0 (1),33 (7),38 (7),70 (7),56 (7),50 (7),9 (4),6 (3),5 (3)
21,MT,34 (5),6 (2),24 (5),21 (5),10 (3),7 (3),1 (1),22 (5),29 (5),56 (6),31 (5),54 (6),16 (4),7 (3),5 (2)
21,NC,31 (4),8 (2),23 (4),19 (4),13 (4),10 (3),2 (2),37 (5),44 (5),66 (5),62 (5),49 (5),12 (3),7 (2),2 (1)
21,ND,39 (7),6 (2),18 (5),22 (5),10 (4),9 (4),2 (2),18 (5),24 (6),57 (7),23 (6),57 (7),17 (5),7 (3),4 (3)
21,NE,34 (7),7 (3),26 (6),21 (6),12 (5),11 (4),3 (2),22 (6),30 (6),60 (7),38 (7),53 (7),13 (4),9 (4),3 (2)
21,NH,40 (7),10 (4),25 (6),22 (6),10 (4),7 (3),2 (3),34 (6),48 (7),66 (6),62 (6),50 (7),14 (5),6 (4),2 (2)
21,NJ,34 (5),9 (3),16 (4),17 (4),10 (3),8 (3),5 (2),42 (5),56 (5),67 (5),71 (5),42 (5),11 (3),6 (2),2 (1)
21,NM,35 (7),8 (4),22 (6),24 (6),12 (4),8 (4),2 (1),38 (7),44 (7),63 (7),64 (7),46 (7),12 (5),4 (2),2 (2)
21,NV,33 (6),14 (4),21 (5),24 (6),9 (4),6 (3),5 (3),36 (6),43 (6),65 (6),74 (5),49 (6),11 (4),9 (4),4 (3)
21,NY,30 (3),8 (2),20 (3),13 (3),11 (3),6 (2),12 (3),44 (4),53 (4),68 (4),78 (3),47 (4),13 (2),4 (2),2 (1)
21,OH,32 (4),8 (2),22 (4),15 (3),10 (3),12 (3),1 (1),32 (4),41 (5),64 (5),45 (5),57 (5),16 (3),5 (2),5 (2)
21,OK,33 (6),8 (3),23 (5),27 (5),11 (4),10 (4),2 (2),28 (5),38 (6),64 (6),41 (6),57 (6),19 (5),7 (3),5 (3)
21,OR,31 (6),6 (3),18 (4),21 (5),9 (4),4 (3),7 (3),35 (6),41 (6),60 (6),68 (6),49 (6),11 (3),6 (3),2 (1)
21,PA,30 (4),6 (2),18 (4),18 (4),12 (3),8 (2),5 (2),34 (5),42 (5),65 (4),55 (5),51 (5),15 (3),7 (2),4 (2)
21,RI,28 (5),7 (3),16 (4),19 (5),11 (4),4 (2),3 (2),42 (6),49 (6),68 (6),67 (6),48 (6),12 (4),5 (3),2 (2)
21,SC,31 (5),9 (3),24 (5),19 (4),15 (4),8 (3),1 (1),36 (6),43 (6),63 (6),47 (6),48 (6),12 (3),6 (2),3 (2)
21,SD,42 (7),8 (3),22 (6),24 (6),13 (4),16 (6),3 (2),21 (6),28 (6),52 (7),28 (6),62 (7),19 (5),11 (4),5 (3)
21,TN,31 (5),6 (2),22 (4),20 (5),11 (4),12 (4),2 (2),31 (5),39 (6),64 (5),47 (6),49 (6),15 (4),4 (2),2 (1)
21,TX,36 (4),10 (2),22 (4),24 (4),9 (3),11 (3),3 (2),36 (4),47 (4),64 (4),57 (4),47 (4),13 (3),5 (2),2 (1)
21,UT,39 (6),9 (3),29 (6),22 (5),11 (3),15 (4),5 (3),31 (6),38 (6),61 (6),43 (6),53 (6),9 (3),6 (2),8 (4)
21,VA,31 (5),9 (3),18 (4),19 (4),13 (3),8 (3),3 (2),34 (5),40 (5),65 (5),60 (5),51 (5),16 (4),5 (2),4 (2)
21,VT,32 (6),6 (3),18 (6),13 (5),8 (4),3 (3),2 (2),36 (7),43 (7),57 (7),61 (7),49 (7),7 (4),4 (2),2 (1)
21,WA,34 (5),7 (2),22 (4),17 (4),8 (3),5 (2),7 (3),36 (5),44 (5),60 (5),75 (4),46 (5),9 (3),6 (2),2 (1)
21,WI,33 (5),6 (2),22 (5),17 (4),8 (3),8 (3),2 (2),22 (5),36 (6),61 (5),42 (6),53 (6),13 (4),8 (3),5 (3)
21,WV,31 (6),4 (2),22 (5),14 (4),11 (4),8 (3),1 (0),29 (6),40 (7),59 (7),45 (7),46 (7),11 (4),4 (2),4 (3)
21,WY,47 (7),9 (3),33 (7),24 (6),9 (3),9 (4),0 (1),20 (6),27 (7),50 (7),24 (6),66 (6),21 (6),9 (4),4 (3)
22,National,41 (1),13 (1),25 (1),28 (1),15 (1),10 (1),5 (0),22 (1),29 (1),60 (1),40 (1),57 (1),14 (1),10 (0),6 (0)
22,AK,37 (8),11 (5),27 (8),28 (8),15 (7),7 (4),4 (5),26 (7),32 (8),61 (8),33 (8),53 (9),8 (4),8 (4),4 (3)
22,AL,37 (5),10 (3),29 (6),27 (5),21 (5),15 (4),2 (2),27 (5),32 (6),68 (5),38 (6),55 (6),14 (4),7 (3),7 (3)
22,AR,40 (6),9 (4),27 (6),26 (5),16 (5),13 (4),2 (2),20 (5),28 (6),61 (6),29 (5),54 (6),13 (4),10 (4),4 (2)
22,AZ,42 (6),13 (4),25 (5),29 (6),14 (4),7 (3),6 (3),19 (5),24 (5),58 (6),40 (6),51 (6),10 (4),8 (3),6 (2)
22,CA,40 (4),15 (3),22 (3),31 (4),15 (3),10 (3),7 (2),27 (4),29 (4),63 (4),54 (4),52 (4),15 (3),8 (2),4 (2)
22,CO,45 (6),14 (4),27 (5),33 (5),16 (4),9 (3),5 (3),15 (4),19 (4),60 (6),31 (5),62 (5),15 (4),13 (4),6 (3)
22,CT,44 (6),17 (5),30 (6),29 (6),19 (5),8 (3),3 (2),22 (5),28 (5),62 (6),45 (6),66 (6),19 (5),11 (4),3 (1)
22,DC,41 (7),19 (6),27 (7),30 (7),12 (5),10 (5),26 (7),32 (7),37 (7),64 (7),62 (7),62 (7),15 (6),9 (4),6 (3)
22,DE,42 (6),10 (4),19 (5),25 (5),12 (4),6 (3),2 (2),27 (6),33 (6),63 (6),44 (6),51 (6),16 (4),10 (3),3 (2)
22,FL,36 (5),10 (3),25 (4),27 (4),14 (4),12 (3),2 (1),25 (4),32 (5),59 (5),42 (5),50 (5),10 (3),7 (2),4 (2)
22,GA,40 (5),13 (4),19 (4),25 (5),16 (4),11 (4),5 (3),23 (4),34 (5),64 (5),45 (5),53 (5),12 (3),9 (3),6 (3)
22,HI,44 (6),12 (4),22 (5),22 (5),20 (5),9 (3),6 (3),26 (5),36 (6),65 (6),63 (6),52 (6),14 (4),11 (4),4 (2)
22,IA,42 (6),11 (4),29 (5),28 (5),11 (3),13 (4),2 (2),14 (4),18 (5),52 (6),25 (5),60 (6),14 (4),14 (4),6 (3)
22,ID,43 (6),14 (4),28 (6),26 (5),17 (5),9 (3),2 (2),17 (5),20 (5),60 (6),21 (6),58 (6),13 (4),11 (4),6 (3)
22,IL,40 (5),14 (4),28 (4),27 (4),15 (4),10 (3),6 (2),24 (4),30 (5),58 (5),46 (5),55 (5),15 (4),10 (3),6 (2)
22,IN,37 (5),12 (3),24 (4),30 (5),16 (4),13 (3),3 (2),16 (3),25 (4),61 (5),28 (4),56 (5),14 (3),9 (3),5 (2)
22,KS,42 (7),16 (5),28 (6),32 (6),14 (5),11 (4),3 (3),18 (5),23 (6),56 (7),29 (6),64 (6),15 (5),16 (5),6 (3)
22,KY,33 (5),8 (3),26 (5),26 (5),18 (4),15 (4),3 (3),19 (4),26 (5),58 (6),34 (5),54 (6),13 (3),10 (3),4 (2)
22,LA,39 (7),10 (4),28 (6),23 (6),17 (5),12 (4),2 (1),23 (6),31 (7),63 (7),44 (7),55 (7),12 (4),9 (4),5 (2)
22,MA,41 (5),14 (3),27 (4),25 (4),18 (4),6 (2),10 (3),20 (4),29 (5),57 (5),44 (5),58 (5),14 (4),8 (3),6 (2)
22,MD,41 (6),16 (4),22 (5),25 (5),13 (4),11 (4),5 (2),28 (5),36 (5),66 (5),59 (6),54 (6),17 (5),13 (4),5 (2)
22,ME,38 (5),6 (3),21 (4),20 (4),15 (4),4 (2),2 (1),16 (4),29 (5),62 (5),31 (5),56 (6),11 (3),9 (3),4 (2)
22,MI,39 (4),8 (2),27 (4),28 (4),17 (3),10 (3),3 (2),19 (3),25 (4),54 (4),33 (4),57 (4),15 (3),9 (2),6 (2)
22,MN,40 (5),11 (3),28 (5),27 (4),13 (4),10 (3),4 (2),16 (4),22 (5),53 (5),28 (5),60 (5),12 (3),12 (3),6 (3)
22,MO,42 (5),9 (3),26 (4),28 (4),15 (4),13 (3),5 (2),20 (4),27 (5),60 (5),29 (5),58 (5),17 (4),9 (3),6 (2)
22,MS,39 (7),11 (5),30 (6),30 (7),18 (6),15 (5),1 (1),25 (7),33 (7),63 (7),39 (7),58 (7),12 (4),7 (3),6 (4)
22,MT,48 (7),13 (5),24 (6),29 (6),14 (5),7 (4),2 (3),15 (5),24 (6),55 (7),17 (5),64 (7),17 (5),16 (5),6 (3)
22,NC,40 (5),13 (3),27 (4),30 (4),17 (4),18 (4),3 (2),24 (4),31 (5),66 (5),45 (5),54 (5),12 (3),11 (3),6 (2)
22,ND,48 (8),7 (4),25 (7),30 (7),12 (4),12 (5),5 (4),15 (6),21 (7),50 (8),22 (7),66 (7),23 (7),12 (5),6 (3)
22,NE,47 (6),12 (4),27 (5),26 (5),12 (4),11 (4),1 (1),12 (4),21 (5),58 (6),23 (5),61 (6),15 (4),12 (3),10 (4)
22,NH,45 (6),15 (5),25 (6),24 (5),9 (3),4 (2),2 (1),17 (5),26 (6),54 (6),28 (5),62 (6),17 (4),10 (4),5 (3)
22,NJ,45 (5),14 (4),25 (5),26 (5),15 (4),8 (3),8 (3),28 (5),32 (5),61 (5),47 (5),58 (5),12 (4),10 (3),6 (2)
22,NM,38 (7),12 (5),27 (7),26 (7),20 (7),10 (4),4 (3),25 (7),29 (7),64 (7),40 (7),53 (8),16 (5),10 (5),3 (2)
22,NV,41 (7),11 (5),24 (6),22 (5),11 (4),4 (2),4 (2),22 (6),26 (6),58 (7),37 (7),51 (7),12 (4),10 (4),3 (2)
22,NY,37 (4),11 (2),21 (3),22 (3),13 (3),9 (2),15 (3),26 (4),33 (4),62 (4),50 (4),54 (4),13 (3),8 (2),4 (1)
22,OH,40 (5),12 (3),22 (4),24 (4),11 (3),10 (3),4 (2),23 (4),31 (5),58 (5),37 (5),52 (5),12 (3),9 (3),6 (2)
22,OK,40 (6),14 (4),28 (5),30 (5),14 (4),9 (3),3 (2),21 (5),29 (6),59 (6),26 (5),56 (6),14 (4),11 (4),8 (3)
22,OR,37 (5),12 (4),25 (5),26 (5),14 (4),7 (2),7 (3),24 (5),33 (5),50 (6),45 (6),52 (6),13 (4),8 (3),3 (2)
22,PA,42 (5),11 (3),27 (4),23 (4),19 (4),11 (3),8 (3),19 (4),25 (5),56 (5),35 (5),57 (5),16 (3),11 (3),6 (2)
22,RI,38 (6),14 (5),19 (5),24 (5),15 (5),6 (3),5 (3),27 (6),33 (6),61 (6),39 (6),59 (6),14 (4),11 (4),5 (2)
22,SC,44 (6),10 (3),26 (5),29 (5),14 (4),12 (4),1 (1),21 (5),31 (6),65 (6),37 (6),54 (6),12 (4),10 (3),4 (2)
22,SD,42 (6),12 (4),28 (6),28 (6),13 (4),16 (5),1 (1),15 (5),24 (6),56 (7),20 (6),62 (7),15 (4),12 (4),12 (4)
22,TN,40 (5),10 (3),27 (5),32 (5),17 (4),13 (3),1 (1),23 (5),31 (5),60 (5),36 (5),56 (5),13 (3),10 (3),5 (2)
22,TX,41 (5),11 (3),26 (4),28 (5),14 (3),12 (3),4 (2),21 (4),28 (5),61 (5),42 (5),54 (5),13 (3),8 (2),7 (2)
22,UT,48 (6),17 (5),31 (5),27 (5),14 (4),17 (4),7 (3),13 (4),18 (4),59 (6),20 (5),68 (6),16 (4),11 (4),10 (3)
22,VA,39 (5),13 (3),26 (4),25 (4),14 (4),9 (3),5 (2),25 (4),31 (5),63 (5),48 (5),53 (5),12 (3),10 (3),6 (2)
22,VT,41 (7),10 (4),23 (6),18 (5),15 (5),6 (3),4 (3),26 (6),33 (7),49 (7),38 (7),62 (7),18 (5),7 (3),4 (2)
22,WA,38 (5),12 (4),23 (4),26 (5),12 (3),9 (3),9 (3),25 (5),32 (5),54 (5),47 (5),55 (5),14 (3),9 (3),7 (2)
22,WI,39 (5),10 (3),29 (5),32 (5),16 (5),10 (3),3 (2),17 (5),24 (5),54 (6),29 (6),63 (6),21 (5),9 (3),5 (2)
22,WV,36 (7),6 (3),29 (6),18 (5),17 (5),8 (3),2 (2),13 (5),22 (6),58 (7),31 (7),65 (7),14 (5),7 (3),6 (3)
22,WY,42 (8),10 (4),30 (7),33 (7),13 (5),9 (4),4 (3),15 (7),17 (6),48 (8),11 (4),62 (8),17 (6),11 (4),4 (2)
23,National,39 (1),12 (1),27 (1),28 (1),13 (1),10 (0),5 (0),22 (1),28 (1),59 (1),32 (1),56 (1),15 (1),9 (0),5 (0)
23,AK,40 (8),9 (4),33 (8),28 (8),17 (7),14 (6),8 (5),12 (5),15 (5),50 (8),20 (6),64 (8),17 (6),10 (5),10 (5)
23,AL,44 (6),13 (4),31 (6),30 (5),15 (4),13 (4),2 (1),17 (4),24 (5),59 (6),26 (5),56 (6),19 (5),7 (3),4 (2)
23,AR,41 (6),12 (4),30 (6),25 (5),16 (5),11 (3),1 (1),19 (5),26 (6),59 (6),24 (6),56 (6),13 (3),8 (3),6 (3)
23,AZ,39 (6),13 (4),27 (5),29 (5),14 (4),7 (2),6 (3),23 (5),26 (5),58 (6),29 (5),52 (6),13 (4),9 (3),5 (2)
23,CA,44 (4),12 (2),23 (3),28 (4),13 (3),8 (2),7 (2),32 (4),39 (4),63 (4),45 (4),46 (4),12 (3),8 (2),5 (2)
23,CO,45 (6),14 (4),29 (6),30 (5),14 (4),9 (4),6 (3),19 (5),25 (5),54 (6),31 (5),64 (5),19 (5),9 (3),3 (2)
23,CT,38 (5),12 (3),30 (5),26 (5),13 (4),5 (2),7 (3),19 (4),26 (5),56 (5),33 (5),60 (5),14 (4),10 (3),7 (3)
23,DC,35 (6),19 (5),25 (6),28 (6),7 (3),7 (3),23 (5),34 (7),36 (6),68 (6),58 (6),65 (6),20 (5),7 (3),7 (3)
23,DE,32 (6),8 (3),17 (5),21 (5),10 (4),6 (3),6 (4),21 (6),29 (7),62 (7),31 (7),49 (7),12 (4),6 (3),3 (3)
23,FL,40 (5),15 (4),24 (5),29 (5),17 (4),11 (4),4 (3),25 (5),31 (5),64 (5),36 (5),50 (5),14 (4),9 (3),4 (3)
23,GA,36 (5),11 (3),24 (4),29 (4),15 (3),14 (3),2 (1),29 (5),33 (5),57 (5),39 (5),51 (5),13 (3),7 (2),5 (2)
23,HI,35 (6),10 (4),20 (5),22 (5),8 (3),6 (3),4 (3),24 (5),32 (6),63 (6),51 (7),48 (7),14 (4),6 (3),3 (2)
23,IA,41 (6),10 (4),29 (5),34 (6),12 (4),9 (3),2 (2),15 (4),18 (5),47 (6),18 (5),64 (6),18 (4),11 (4),7 (3)
23,ID,39 (6),13 (4),25 (5),25 (5),12 (4),10 (4),3 (1),15 (5),19 (5),54 (6),15 (4),57 (7),16 (4),10 (4),3 (2)
23,IL,38 (5),16 (4),27 (4),27 (4),14 (4),7 (2),9 (3),25 (4),32 (5),58 (5),38 (5),54 (5),15 (3),9 (3),5 (2)
23,IN,46 (5),9 (3),29 (5),29 (5),13 (4),12 (3),2 (1),20 (5),26 (5),59 (5),25 (5),55 (5),11 (3),8 (3),7 (3)
23,KS,41 (6),6 (2),32 (6),34 (6),13 (4),17 (5),5 (3),15 (4),18 (5),54 (6),15 (4),63 (6),16 (5),16 (5),4 (2)
23,KY,39 (6),10 (4),29 (5),24 (5),16 (5),11 (3),2 (2),24 (5),30 (6),63 (6),31 (5),54 (6),13 (4),8 (3),7 (3)
23,LA,41 (6),7 (3),27 (6),24 (5),12 (4),16 (4),3 (2),25 (6),30 (6),56 (6),29 (6),57 (6),14 (4),7 (3),6 (3)
23,MA,37 (5),12 (3),35 (5),32 (5),16 (4),5 (3),9 (3),23 (5),30 (5),57 (5),36 (5),52 (5),12 (3),11 (3),5 (2)
23,MD,33 (5),12 (4),21 (4),27 (5),14 (4),10 (3),10 (3),29 (5),36 (5),63 (5),46 (5),54 (5),15 (4),11 (3),3 (2)
23,ME,34 (6),7 (3),20 (5),19 (5),15 (5),6 (3),2 (2),19 (5),24 (5),58 (6),23 (5),55 (6),14 (4),10 (4),3 (1)
23,MI,38 (4),8 (2),30 (4),29 (4),16 (3),11 (3),3 (1),21 (4),26 (4),57 (4),25 (4),58 (4),15 (3),9 (2),8 (3)
23,MN,40 (5),11 (3),32 (5),35 (5),13 (3),11 (3),4 (2),13 (4),22 (4),53 (5),22 (4),63 (5),19 (4),9 (3),6 (2)
23,MO,38 (5),8 (3),27 (5),25 (4),13 (4),10 (3),3 (2),16 (4),22 (4),54 (5),23 (4),58 (5),15 (4),9 (3),5 (2)
23,MS,38 (7),10 (4),33 (7),27 (6),21 (6),14 (4),1 (1),27 (7),31 (7),60 (7),36 (7),58 (7),14 (5),10 (4),3 (2)
23,MT,41 (7),10 (4),30 (7),31 (7),13 (5),8 (4),1 (1),13 (5),17 (6),48 (7),12 (4),63 (7),21 (6),13 (5),5 (2)
23,NC,37 (4),10 (3),25 (4),30 (4),13 (3),11 (3),4 (2),27 (4),32 (4),62 (4),36 (4),54 (5),13 (3),7 (2),4 (2)
23,ND,47 (7),6 (3),30 (7),34 (7),14 (5),10 (5),3 (3),9 (4),13 (4),47 (7),9 (4),66 (7),24 (6),10 (4),5 (3)
23,NE,38 (6),9 (4),25 (5),25 (5),11 (4),15 (5),1 (1),17 (5),21 (5),52 (6),20 (5),63 (6),15 (4),11 (4),9 (4)
23,NH,35 (6),8 (3),28 (5),28 (5),14 (4),7 (3),1 (1),22 (6),30 (6),58 (6),34 (6),54 (6),17 (5),9 (3),4 (2)
23,NJ,40 (5),17 (4),27 (5),27 (5),14 (4),8 (3),8 (3),24 (5),28 (5),60 (5),41 (5),56 (5),12 (3),10 (3),5 (2)
23,NM,34 (6),11 (4),22 (6),24 (6),12 (4),11 (5),4 (3),24 (6),28 (6),62 (7),29 (7),57 (7),16 (5),9 (3),4 (2)
23,NV,35 (6),12 (4),29 (6),28 (6),11 (4),7 (3),3 (2),23 (6),28 (6),61 (6),31 (6),57 (7),16 (5),10 (4),7 (4)
23,NY,37 (4),13 (3),27 (3),25 (3),15 (3),8 (2),16 (3),30 (4),35 (4),63 (4),47 (4),52 (4),12 (2),9 (2),5 (2)
23,OH,40 (5),10 (3),27 (5),26 (4),14 (3),9 (3),4 (2),23 (4),29 (5),58 (5),32 (5),55 (5),14 (3),7 (2),4 (2)
23,OK,41 (6),8 (3),25 (5),29 (5),12 (4),12 (3),3 (2),18 (5),27 (6),57 (6),22 (6),59 (6),14 (4),10 (4),5 (3)
23,OR,39 (6),11 (4),30 (6),28 (5),14 (4),7 (3),7 (3),20 (4),29 (5),55 (6),33 (5),58 (5),16 (4),7 (3),5 (3)
23,PA,35 (5),11 (3),26 (4),29 (4),13 (3),11 (3),6 (2),15 (3),23 (4),51 (5),26 (4),56 (5),13 (3),11 (3),7 (2)
23,RI,40 (7),10 (4),24 (6),20 (5),12 (5),4 (2),6 (3),18 (6),28 (6),56 (7),23 (6),54 (7),18 (5),7 (4),5 (3)
23,SC,40 (6),8 (3),29 (5),33 (6),16 (4),12 (4),1 (2),24 (5),31 (5),66 (5),31 (5),57 (6),16 (4),8 (3),4 (2)
23,SD,33 (7),6 (3),24 (7),21 (6),13 (5),12 (4),3 (3),8 (5),22 (8),48 (8),12 (5),63 (9),19 (6),9 (4),5 (3)
23,TN,39 (5),10 (3),30 (5),26 (4),15 (4),13 (3),1 (1),18 (4),24 (5),60 (5),25 (5),53 (5),12 (4),7 (2),5 (2)
23,TX,42 (5),12 (3),22 (4),28 (4),18 (4),10 (3),4 (2),25 (4),29 (5),61 (5),35 (5),55 (5),16 (3),8 (3),3 (2)
23,UT,48 (6),12 (4),30 (5),27 (5),15 (5),19 (5),6 (3),21 (6),25 (6),57 (6),23 (6),61 (6),17 (5),9 (3),9 (3)
23,VA,40 (5),12 (3),25 (4),26 (4),11 (3),10 (3),5 (2),27 (4),32 (5),58 (5),41 (5),50 (5),13 (3),8 (3),4 (2)
23,VT,35 (7),11 (5),22 (6),24 (6),13 (5),6 (3),5 (4),12 (5),21 (6),49 (8),23 (6),55 (8),20 (6),8 (4),2 (2)
23,WA,39 (5),12 (3),30 (5),26 (4),13 (4),7 (2),11 (3),19 (4),28 (4),58 (5),31 (5),59 (5),16 (4),7 (3),5 (2)
23,WI,42 (5),10 (3),31 (5),30 (5),15 (4),8 (3),4 (2),16 (4),23 (5),51 (5),20 (4),65 (5),17 (4),10 (3),6 (3)
23,WV,35 (6),5 (3),32 (6),27 (5),17 (5),10 (4),3 (2),17 (5),23 (5),54 (6),22 (5),54 (6),14 (4),7 (3),3 (2)
23,WY,37 (8),8 (4),27 (8),27 (7),9 (4),6 (3),1 (2),9 (5),16 (7),46 (9),12 (6),60 (9),18 (7),9 (4),4 (3)
24,National,42 (1),12 (0),27 (1),28 (1),14 (1),11 (0),6 (0),22 (1),28 (1),59 (1),30 (1),58 (1),15 (1),9 (0),5 (0)
24,AK,50 (7),11 (4),31 (7),29 (6),15 (6),9 (4),7 (4),15 (4),21 (6),46 (7),21 (6),66 (7),17 (6),12 (5),5 (2)
24,AL,42 (6),12 (4),28 (6),27 (5),17 (5),15 (4),2 (2),19 (5),27 (6),59 (6),28 (5),62 (6),16 (4),10 (3),9 (4)
24,AR,47 (7),8 (4),28 (6),25 (6),17 (5),12 (4),3 (3),22 (6),29 (6),54 (7),20 (5),57 (6),11 (4),9 (3),7 (3)
24,AZ,42 (6),16 (4),29 (5),30 (5),18 (4),9 (3),6 (3),23 (5),29 (5),60 (5),29 (5),55 (5),15 (4),8 (3),4 (2)
24,CA,43 (4),15 (3),24 (3),31 (3),14 (3),10 (2),7 (2),29 (3),36 (4),65 (3),44 (4),49 (4),12 (2),7 (2),5 (2)
24,CO,46 (6),15 (4),26 (5),33 (6),17 (5),12 (4),7 (4),20 (5),26 (6),58 (6),19 (5),63 (6),17 (5),12 (4),6 (2)
24,CT,41 (6),16 (5),31 (6),30 (6),15 (5),9 (4),8 (4),23 (5),27 (6),62 (6),33 (6),61 (6),18 (5),8 (3),3 (2)
24,DC,42 (6),18 (4),26 (5),27 (5),11 (4),6 (3),19 (5),26 (5),30 (6),60 (6),41 (6),58 (6),19 (5),8 (3),4 (2)
24,DE,37 (6),14 (5),21 (5),25 (6),13 (4),9 (3),5 (2),25 (5),32 (6),60 (6),36 (6),53 (6),14 (5),8 (3),4 (2)
24,FL,42 (4),13 (3),22 (3),28 (3),16 (3),11 (2),7 (3),21 (3),27 (3),61 (4),30 (4),55 (4),14 (3),9 (2),6 (2)
24,GA,45 (5),10 (3),30 (5),27 (4),15 (3),10 (3),4 (2),29 (4),36 (5),60 (5),36 (5),55 (5),17 (3),6 (2),5 (2)
24,HI,45 (7),9 (3),26 (6),27 (6),14 (4),7 (3),9 (4),27 (6),33 (6),63 (6),43 (7),55 (7),15 (4),10 (4),3 (2)
24,IA,46 (6),9 (3),32 (6),35 (6),19 (5),13 (4),5 (3),14 (4),20 (5),56 (6),18 (5),65 (6),20 (5),10 (3),6 (2)
24,ID,41 (6),10 (3),22 (5),26 (5),13 (4),9 (3),3 (2),16 (5),18 (5),51 (6),13 (4),59 (6),16 (4),9 (3),6 (2)
24,IL,43 (5),13 (3),25 (4),32 (4),12 (3),9 (2),7 (2),20 (4),29 (4),57 (5),28 (4),54 (5),17 (3),8 (2),5 (2)
24,IN,40 (5),9 (3),24 (4),31 (5),16 (4),9 (3),2 (1),21 (5),26 (5),55 (5),19 (4),58 (5),18 (4),9 (3),5 (2)
24,KS,48 (6),11 (4),32 (6),32 (6),13 (4),13 (4),4 (3),16 (5),24 (6),56 (6),21 (5),64 (6),16 (4),9 (3),5 (2)
24,KY,44 (6),11 (4),30 (6),26 (5),16 (5),12 (4),3 (2),28 (6),28 (5),60 (6),29 (6),58 (6),17 (4),8 (3),5 (2)
24,LA,43 (7),15 (6),34 (7),23 (6),16 (6),22 (6),2 (2),20 (5),29 (7),61 (7),29 (6),60 (7),15 (5),7 (3),7 (3)
24,MA,38 (5),20 (4),31 (5),29 (5),17 (4),7 (3),8 (3),24 (4),32 (5),53 (5),34 (5),54 (5),14 (3),8 (3),4 (2)
24,MD,40 (5),11 (3),25 (5),23 (4),14 (4),10 (4),7 (3),32 (5),36 (5),66 (5),43 (5),55 (5),13 (4),7 (2),5 (2)
24,ME,33 (5),6 (2),21 (4),19 (4),12 (3),5 (2),3 (2),18 (4),27 (5),59 (5),22 (4),54 (5),12 (3),8 (3),5 (2)
